ES111,ES112,ES113,ES120,ES213,ES230,ES241,ES243,ES413,ES415,ES418,ES419,ES425,ES431,ES432,ES511,ES512,ES513,ES514,ES523,ES613,ES614,ES615,ES616,ES617,ES618,FR,PT,time,hour,dayofweek,month,EU
0.7945,0.7945,0.7945,0.7945,0.7945,0.7945,0.7945,0.7945,0.7945,0.7945,0.7945,0.7945,0.7945,0.7945,0.7945,0.7945,0.7945,0.7945,0.7945,0.7945,0.7945,0.7945,0.7945,0.7945,0.7945,0.7945,0.822602487,0.194335463,27/05/2018 15:00,15,6,5,0.5936818134082382
0.8015,0.8015,0.8015,0.8015,0.8015,0.8015,0.8015,0.8015,0.8015,0.8015,0.8015,0.8015,0.8015,0.8015,0.8015,0.8015,0.8015,0.8015,0.8015,0.8015,0.8015,0.8015,0.8015,0.8015,0.8015,0.8015,0.831835529,0.234203938,27/05/2018 16:00,16,6,5,0.6049952879554293
0.802,0.802,0.802,0.802,0.802,0.802,0.802,0.802,0.802,0.802,0.802,0.802,0.802,0.802,0.802,0.802,0.802,0.802,0.802,0.802,0.802,0.802,0.802,0.802,0.802,0.802,0.874799951,0.266001569,27/05/2018 17:00,17,6,5,0.619670910128145
0.7965,0.7965,0.7965,0.7965,0.7965,0.7965,0.7965,0.7965,0.7965,0.7965,0.7965,0.7965,0.7965,0.7965,0.7965,0.7965,0.7965,0.7965,0.7965,0.7965,0.7965,0.7965,0.7965,0.7965,0.7965,0.7965,0.864828265,0.267384075,27/05/2018 18:00,18,6,5,0.6320169207446563
0.8115,0.8115,0.8115,0.8115,0.8115,0.8115,0.8115,0.8115,0.8115,0.8115,0.8115,0.8115,0.8115,0.8115,0.8115,0.8115,0.8115,0.8115,0.8115,0.8115,0.8115,0.8115,0.8115,0.8115,0.8115,0.8115,0.868644589,0.309531816,27/05/2018 19:00,19,6,5,0.6326302898809224
0.816,0.816,0.816,0.816,0.816,0.816,0.816,0.816,0.816,0.816,0.816,0.816,0.816,0.816,0.816,0.816,0.816,0.816,0.816,0.816,0.816,0.816,0.816,0.816,0.816,0.816,0.893512249,0.311437432,27/05/2018 20:00,20,6,5,0.6244517103076461
0.802,0.802,0.802,0.802,0.802,0.802,0.802,0.802,0.802,0.802,0.802,0.802,0.802,0.802,0.802,0.802,0.802,0.802,0.802,0.802,0.802,0.802,0.802,0.802,0.802,0.802,0.906192293,0.226133094,27/05/2018 21:00,21,6,5,0.5951154072621397
0.7835,0.7835,0.7835,0.7835,0.7835,0.7835,0.7835,0.7835,0.7835,0.7835,0.7835,0.7835,0.7835,0.7835,0.7835,0.7835,0.7835,0.7835,0.7835,0.7835,0.7835,0.7835,0.7835,0.7835,0.7835,0.7835,0.862366121,0.211822292,27/05/2018 22:00,22,6,5,0.5723516719910356
0.7835,0.7835,0.7835,0.7835,0.7835,0.7835,0.7835,0.7835,0.7835,0.7835,0.7835,0.7835,0.7835,0.7835,0.7835,0.7835,0.7835,0.7835,0.7835,0.7835,0.7835,0.7835,0.7835,0.7835,0.7835,0.7835,0.841930321,0.100623996,27/05/2018 23:00,23,6,5,0.5561308415710167
0.7785,0.7785,0.7785,0.7785,0.7785,0.7785,0.7785,0.7785,0.7785,0.7785,0.7785,0.7785,0.7785,0.7785,0.7785,0.7785,0.7785,0.7785,0.7785,0.7785,0.7785,0.7785,0.7785,0.7785,0.7785,0.7785,0.823833559,0.054814483,28/05/2018 00:00,0,0,5,0.5457853942439881
0.7705,0.7705,0.7705,0.7705,0.7705,0.7705,0.7705,0.7705,0.7705,0.7705,0.7705,0.7705,0.7705,0.7705,0.7705,0.7705,0.7705,0.7705,0.7705,0.7705,0.7705,0.7705,0.7705,0.7705,0.7705,0.7705,0.807090976,0.055337593,28/05/2018 01:00,1,0,5,0.5430577941213542
0.7545,0.7545,0.7545,0.7545,0.7545,0.7545,0.7545,0.7545,0.7545,0.7545,0.7545,0.7545,0.7545,0.7545,0.7545,0.7545,0.7545,0.7545,0.7545,0.7545,0.7545,0.7545,0.7545,0.7545,0.7545,0.7545,0.787516927,0.034637372,28/05/2018 02:00,2,0,5,0.5438163238642074
0.7725,0.7725,0.7725,0.7725,0.7725,0.7725,0.7725,0.7725,0.7725,0.7725,0.7725,0.7725,0.7725,0.7725,0.7725,0.7725,0.7725,0.7725,0.7725,0.7725,0.7725,0.7725,0.7725,0.7725,0.7725,0.7725,0.788748,0.035608863,28/05/2018 03:00,3,0,5,0.5538619617000029
0.778,0.778,0.778,0.778,0.778,0.778,0.778,0.778,0.778,0.778,0.778,0.778,0.778,0.778,0.778,0.778,0.778,0.778,0.778,0.778,0.778,0.778,0.778,0.778,0.778,0.778,0.8109073,0.082016216,28/05/2018 04:00,4,0,5,0.5731787401704602
0.793,0.793,0.793,0.793,0.793,0.793,0.793,0.793,0.793,0.793,0.793,0.793,0.793,0.793,0.793,0.793,0.793,0.793,0.793,0.793,0.793,0.793,0.793,0.793,0.793,0.793,0.834174566,0.160034376,28/05/2018 05:00,5,0,5,0.6064819497199934
0.8015,0.8015,0.8015,0.8015,0.8015,0.8015,0.8015,0.8015,0.8015,0.8015,0.8015,0.8015,0.8015,0.8015,0.8015,0.8015,0.8015,0.8015,0.8015,0.8015,0.8015,0.8015,0.8015,0.8015,0.8015,0.8015,0.849316755,0.221387737,28/05/2018 06:00,6,0,5,0.6212558902060955
0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.879970454,0.283488398,28/05/2018 07:00,7,0,5,0.6204692348704678
0.8485,0.8485,0.8485,0.8485,0.8485,0.8485,0.8485,0.8485,0.8485,0.8485,0.8485,0.8485,0.8485,0.8485,0.8485,0.8485,0.8485,0.8485,0.8485,0.8485,0.8485,0.8485,0.8485,0.8485,0.8485,0.8485,0.888218638,0.407129246,28/05/2018 08:00,8,0,5,0.6180582523692053
0.8235,0.8235,0.8235,0.8235,0.8235,0.8235,0.8235,0.8235,0.8235,0.8235,0.8235,0.8235,0.8235,0.8235,0.8235,0.8235,0.8235,0.8235,0.8235,0.8235,0.8235,0.8235,0.8235,0.8235,0.8235,0.8235,0.912963191,0.449949557,28/05/2018 09:00,9,0,5,0.6143054863179531
0.8265,0.8265,0.8265,0.8265,0.8265,0.8265,0.8265,0.8265,0.8265,0.8265,0.8265,0.8265,0.8265,0.8265,0.8265,0.8265,0.8265,0.8265,0.8265,0.8265,0.8265,0.8265,0.8265,0.8265,0.8265,0.8265,0.883786778,0.448492321,28/05/2018 10:00,10,0,5,0.6052114563753535
0.8205,0.8205,0.8205,0.8205,0.8205,0.8205,0.8205,0.8205,0.8205,0.8205,0.8205,0.8205,0.8205,0.8205,0.8205,0.8205,0.8205,0.8205,0.8205,0.8205,0.8205,0.8205,0.8205,0.8205,0.8205,0.8205,0.872337806,0.447595561,28/05/2018 11:00,11,0,5,0.6026147672306231
0.814,0.814,0.814,0.814,0.814,0.814,0.814,0.814,0.814,0.814,0.814,0.814,0.814,0.814,0.814,0.814,0.814,0.814,0.814,0.814,0.814,0.814,0.814,0.814,0.814,0.814,0.866428659,0.44512947,28/05/2018 12:00,12,0,5,0.6033544355572211
0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.849562969,0.412509808,28/05/2018 13:00,13,0,5,0.6065965775741212
0.818,0.818,0.818,0.818,0.818,0.818,0.818,0.818,0.818,0.818,0.818,0.818,0.818,0.818,0.818,0.818,0.818,0.818,0.818,0.818,0.818,0.818,0.818,0.818,0.818,0.818,0.843530715,0.398871576,28/05/2018 14:00,14,0,5,0.6151190722868153
0.813,0.813,0.813,0.813,0.813,0.813,0.813,0.813,0.813,0.813,0.813,0.813,0.813,0.813,0.813,0.813,0.813,0.813,0.813,0.813,0.813,0.813,0.813,0.813,0.813,0.813,0.862735443,0.368830101,28/05/2018 15:00,15,0,5,0.6173958249489948
0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.884525422,0.343010873,28/05/2018 16:00,16,0,5,0.6282706748591871
0.825,0.825,0.825,0.825,0.825,0.825,0.825,0.825,0.825,0.825,0.825,0.825,0.825,0.825,0.825,0.825,0.825,0.825,0.825,0.825,0.825,0.825,0.825,0.825,0.825,0.825,0.91431737,0.393565744,28/05/2018 17:00,17,0,5,0.6389088553531578
0.825,0.825,0.825,0.825,0.825,0.825,0.825,0.825,0.825,0.825,0.825,0.825,0.825,0.825,0.825,0.825,0.825,0.825,0.825,0.825,0.825,0.825,0.825,0.825,0.825,0.825,0.902991506,0.421103763,28/05/2018 18:00,18,0,5,0.6389980785791081
0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.88637203,0.49463812,28/05/2018 19:00,19,0,5,0.6334606284996532
0.8275,0.8275,0.8275,0.8275,0.8275,0.8275,0.8275,0.8275,0.8275,0.8275,0.8275,0.8275,0.8275,0.8275,0.8275,0.8275,0.8275,0.8275,0.8275,0.8275,0.8275,0.8275,0.8275,0.8275,0.8275,0.8275,0.884771636,0.481485633,28/05/2018 20:00,20,0,5,0.6140870086824299
0.811,0.811,0.811,0.811,0.811,0.811,0.811,0.811,0.811,0.811,0.811,0.811,0.811,0.811,0.811,0.811,0.811,0.811,0.811,0.811,0.811,0.811,0.811,0.811,0.811,0.811,0.89880586,0.417329896,28/05/2018 21:00,21,0,5,0.592350046988587
0.776,0.776,0.776,0.776,0.776,0.776,0.776,0.776,0.776,0.776,0.776,0.776,0.776,0.776,0.776,0.776,0.776,0.776,0.776,0.776,0.776,0.776,0.776,0.776,0.776,0.776,0.887603102,0.360348242,28/05/2018 22:00,22,0,5,0.5720642667113276
0.763,0.763,0.763,0.763,0.763,0.763,0.763,0.763,0.763,0.763,0.763,0.763,0.763,0.763,0.763,0.763,0.763,0.763,0.763,0.763,0.763,0.763,0.763,0.763,0.763,0.763,0.873199557,0.28625341,28/05/2018 23:00,23,0,5,0.5494930152648818
0.768,0.768,0.768,0.768,0.768,0.768,0.768,0.768,0.768,0.768,0.768,0.768,0.768,0.768,0.768,0.768,0.768,0.768,0.768,0.768,0.768,0.768,0.768,0.768,0.768,0.768,0.873445771,0.127601539,29/05/2018 00:00,0,1,5,0.5419430004817496
0.7715,0.7715,0.7715,0.7715,0.7715,0.7715,0.7715,0.7715,0.7715,0.7715,0.7715,0.7715,0.7715,0.7715,0.7715,0.7715,0.7715,0.7715,0.7715,0.7715,0.7715,0.7715,0.7715,0.7715,0.7715,0.7715,0.861381263,0.057243209,29/05/2018 01:00,1,1,5,0.5398058103741035
0.7715,0.7715,0.7715,0.7715,0.7715,0.7715,0.7715,0.7715,0.7715,0.7715,0.7715,0.7715,0.7715,0.7715,0.7715,0.7715,0.7715,0.7715,0.7715,0.7715,0.7715,0.7715,0.7715,0.7715,0.7715,0.7715,0.840699249,0.046482083,29/05/2018 02:00,2,1,5,0.5382890256861835
0.773,0.773,0.773,0.773,0.773,0.773,0.773,0.773,0.773,0.773,0.773,0.773,0.773,0.773,0.773,0.773,0.773,0.773,0.773,0.773,0.773,0.773,0.773,0.773,0.773,0.773,0.826788132,0.120689011,29/05/2018 03:00,3,1,5,0.5506054361901611
0.782,0.782,0.782,0.782,0.782,0.782,0.782,0.782,0.782,0.782,0.782,0.782,0.782,0.782,0.782,0.782,0.782,0.782,0.782,0.782,0.782,0.782,0.782,0.782,0.782,0.782,0.853009972,0.275118634,29/05/2018 04:00,4,1,5,0.5772034147035
0.7915,0.7915,0.7915,0.7915,0.7915,0.7915,0.7915,0.7915,0.7915,0.7915,0.7915,0.7915,0.7915,0.7915,0.7915,0.7915,0.7915,0.7915,0.7915,0.7915,0.7915,0.7915,0.7915,0.7915,0.7915,0.7915,0.867536624,0.372790793,29/05/2018 05:00,5,1,5,0.6064279250077723
0.7915,0.7915,0.7915,0.7915,0.7915,0.7915,0.7915,0.7915,0.7915,0.7915,0.7915,0.7915,0.7915,0.7915,0.7915,0.7915,0.7915,0.7915,0.7915,0.7915,0.7915,0.7915,0.7915,0.7915,0.7915,0.7915,0.871845377,0.42637223,29/05/2018 06:00,6,1,5,0.6128521829790797
0.803,0.803,0.803,0.803,0.803,0.803,0.803,0.803,0.803,0.803,0.803,0.803,0.803,0.803,0.803,0.803,0.803,0.803,0.803,0.803,0.803,0.803,0.803,0.803,0.803,0.803,0.877754524,0.465568135,29/05/2018 07:00,7,1,5,0.6194031545032103
0.8075,0.8075,0.8075,0.8075,0.8075,0.8075,0.8075,0.8075,0.8075,0.8075,0.8075,0.8075,0.8075,0.8075,0.8075,0.8075,0.8075,0.8075,0.8075,0.8075,0.8075,0.8075,0.8075,0.8075,0.8075,0.8075,0.879970454,0.478197511,29/05/2018 08:00,8,1,5,0.6194054706297188
0.8145,0.8145,0.8145,0.8145,0.8145,0.8145,0.8145,0.8145,0.8145,0.8145,0.8145,0.8145,0.8145,0.8145,0.8145,0.8145,0.8145,0.8145,0.8145,0.8145,0.8145,0.8145,0.8145,0.8145,0.8145,0.8145,0.897205466,0.491910473,29/05/2018 09:00,9,1,5,0.6182697773004353
0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.91567155,0.51421739,29/05/2018 10:00,10,1,5,0.6041573503945181
0.833,0.833,0.833,0.833,0.833,0.833,0.833,0.833,0.833,0.833,0.833,0.833,0.833,0.833,0.833,0.833,0.833,0.833,0.833,0.833,0.833,0.833,0.833,0.833,0.833,0.833,0.904468792,0.538317827,29/05/2018 11:00,11,1,5,0.5974746363101955
0.8175,0.8175,0.8175,0.8175,0.8175,0.8175,0.8175,0.8175,0.8175,0.8175,0.8175,0.8175,0.8175,0.8175,0.8175,0.8175,0.8175,0.8175,0.8175,0.8175,0.8175,0.8175,0.8175,0.8175,0.8175,0.8175,0.889695925,0.537308971,29/05/2018 12:00,12,1,5,0.599897864018678
0.8155,0.8155,0.8155,0.8155,0.8155,0.8155,0.8155,0.8155,0.8155,0.8155,0.8155,0.8155,0.8155,0.8155,0.8155,0.8155,0.8155,0.8155,0.8155,0.8155,0.8155,0.8155,0.8155,0.8155,0.8155,0.8155,0.88994214,0.519971603,29/05/2018 13:00,13,1,5,0.6065843006864257
0.812,0.812,0.812,0.812,0.812,0.812,0.812,0.812,0.812,0.812,0.812,0.812,0.812,0.812,0.812,0.812,0.812,0.812,0.812,0.812,0.812,0.812,0.812,0.812,0.812,0.812,0.881817063,0.484474835,29/05/2018 14:00,14,1,5,0.6133042367988786
0.8075,0.8075,0.8075,0.8075,0.8075,0.8075,0.8075,0.8075,0.8075,0.8075,0.8075,0.8075,0.8075,0.8075,0.8075,0.8075,0.8075,0.8075,0.8075,0.8075,0.8075,0.8075,0.8075,0.8075,0.8075,0.8075,0.875907916,0.483951724,29/05/2018 15:00,15,1,5,0.6177570416211668
0.806,0.806,0.806,0.806,0.806,0.806,0.806,0.806,0.806,0.806,0.806,0.806,0.806,0.806,0.806,0.806,0.806,0.806,0.806,0.806,0.806,0.806,0.806,0.806,0.806,0.806,0.90902376,0.353547809,29/05/2018 16:00,16,1,5,0.6281876098035608
0.805,0.805,0.805,0.805,0.805,0.805,0.805,0.805,0.805,0.805,0.805,0.805,0.805,0.805,0.805,0.805,0.805,0.805,0.805,0.805,0.805,0.805,0.805,0.805,0.805,0.805,0.925766342,0.386279565,29/05/2018 17:00,17,1,5,0.6369203326350682
0.8235,0.8235,0.8235,0.8235,0.8235,0.8235,0.8235,0.8235,0.8235,0.8235,0.8235,0.8235,0.8235,0.8235,0.8235,0.8235,0.8235,0.8235,0.8235,0.8235,0.8235,0.8235,0.8235,0.8235,0.8235,0.8235,0.905084328,0.374434854,29/05/2018 18:00,18,1,5,0.6394749990917931
0.831,0.831,0.831,0.831,0.831,0.831,0.831,0.831,0.831,0.831,0.831,0.831,0.831,0.831,0.831,0.831,0.831,0.831,0.831,0.831,0.831,0.831,0.831,0.831,0.831,0.831,0.899175182,0.360946082,29/05/2018 19:00,19,1,5,0.6339528483265346
0.827,0.827,0.827,0.827,0.827,0.827,0.827,0.827,0.827,0.827,0.827,0.827,0.827,0.827,0.827,0.827,0.827,0.827,0.827,0.827,0.827,0.827,0.827,0.827,0.827,0.827,0.906438508,0.3869895,29/05/2018 20:00,20,1,5,0.618201964446281
0.819,0.819,0.819,0.819,0.819,0.819,0.819,0.819,0.819,0.819,0.819,0.819,0.819,0.819,0.819,0.819,0.819,0.819,0.819,0.819,0.819,0.819,0.819,0.819,0.819,0.819,0.921211375,0.323020588,29/05/2018 21:00,21,1,5,0.5884114211773817
0.805,0.805,0.805,0.805,0.805,0.805,0.805,0.805,0.805,0.805,0.805,0.805,0.805,0.805,0.805,0.805,0.805,0.805,0.805,0.805,0.805,0.805,0.805,0.805,0.805,0.805,0.893389142,0.364944139,29/05/2018 22:00,22,1,5,0.5761028818815184
0.8085,0.8085,0.8085,0.8085,0.8085,0.8085,0.8085,0.8085,0.8085,0.8085,0.8085,0.8085,0.8085,0.8085,0.8085,0.8085,0.8085,0.8085,0.8085,0.8085,0.8085,0.8085,0.8085,0.8085,0.8085,0.8085,0.887603102,0.179352091,29/05/2018 23:00,23,1,5,0.5650740325219443
0.804,0.804,0.804,0.804,0.804,0.804,0.804,0.804,0.804,0.804,0.804,0.804,0.804,0.804,0.804,0.804,0.804,0.804,0.804,0.804,0.804,0.804,0.804,0.804,0.804,0.804,0.884032993,0.104435228,30/05/2018 00:00,0,2,5,0.5564387493104587
0.8035,0.8035,0.8035,0.8035,0.8035,0.8035,0.8035,0.8035,0.8035,0.8035,0.8035,0.8035,0.8035,0.8035,0.8035,0.8035,0.8035,0.8035,0.8035,0.8035,0.8035,0.8035,0.8035,0.8035,0.8035,0.8035,0.880955312,0.087209954,30/05/2018 01:00,1,2,5,0.5521980653577503
0.8055,0.8055,0.8055,0.8055,0.8055,0.8055,0.8055,0.8055,0.8055,0.8055,0.8055,0.8055,0.8055,0.8055,0.8055,0.8055,0.8055,0.8055,0.8055,0.8055,0.8055,0.8055,0.8055,0.8055,0.8055,0.8055,0.871968485,0.080446886,30/05/2018 02:00,2,2,5,0.5558464198615458
0.805,0.805,0.805,0.805,0.805,0.805,0.805,0.805,0.805,0.805,0.805,0.805,0.805,0.805,0.805,0.805,0.805,0.805,0.805,0.805,0.805,0.805,0.805,0.805,0.805,0.805,0.860150191,0.065426148,30/05/2018 03:00,3,2,5,0.5633402922602561
0.811,0.811,0.811,0.811,0.811,0.811,0.811,0.811,0.811,0.811,0.811,0.811,0.811,0.811,0.811,0.811,0.811,0.811,0.811,0.811,0.811,0.811,0.811,0.811,0.811,0.811,0.872953342,0.162014722,30/05/2018 04:00,4,2,5,0.5852528885496472
0.8215,0.8215,0.8215,0.8215,0.8215,0.8215,0.8215,0.8215,0.8215,0.8215,0.8215,0.8215,0.8215,0.8215,0.8215,0.8215,0.8215,0.8215,0.8215,0.8215,0.8215,0.8215,0.8215,0.8215,0.8215,0.8215,0.927243629,0.270971117,30/05/2018 05:00,5,2,5,0.6099622579223536
0.8405,0.8405,0.8405,0.8405,0.8405,0.8405,0.8405,0.8405,0.8405,0.8405,0.8405,0.8405,0.8405,0.8405,0.8405,0.8405,0.8405,0.8405,0.8405,0.8405,0.8405,0.8405,0.8405,0.8405,0.8405,0.8405,0.918995445,0.450323207,30/05/2018 06:00,6,2,5,0.6247043489091443
0.8395,0.8395,0.8395,0.8395,0.8395,0.8395,0.8395,0.8395,0.8395,0.8395,0.8395,0.8395,0.8395,0.8395,0.8395,0.8395,0.8395,0.8395,0.8395,0.8395,0.8395,0.8395,0.8395,0.8395,0.8395,0.8395,0.897082359,0.4557785,30/05/2018 07:00,7,2,5,0.6241231804039649
0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.907054044,0.419235512,30/05/2018 08:00,8,2,5,0.6242484202416385
0.8295,0.8295,0.8295,0.8295,0.8295,0.8295,0.8295,0.8295,0.8295,0.8295,0.8295,0.8295,0.8295,0.8295,0.8295,0.8295,0.8295,0.8295,0.8295,0.8295,0.8295,0.8295,0.8295,0.8295,0.8295,0.8295,0.918995445,0.468258416,30/05/2018 09:00,9,2,5,0.6289328858086645
0.8345,0.8345,0.8345,0.8345,0.8345,0.8345,0.8345,0.8345,0.8345,0.8345,0.8345,0.8345,0.8345,0.8345,0.8345,0.8345,0.8345,0.8345,0.8345,0.8345,0.8345,0.8345,0.8345,0.8345,0.8345,0.8345,0.935738028,0.428277846,30/05/2018 10:00,10,2,5,0.6259791710342562
0.8335,0.8335,0.8335,0.8335,0.8335,0.8335,0.8335,0.8335,0.8335,0.8335,0.8335,0.8335,0.8335,0.8335,0.8335,0.8335,0.8335,0.8335,0.8335,0.8335,0.8335,0.8335,0.8335,0.8335,0.8335,0.8335,0.912963191,0.41624631,30/05/2018 11:00,11,2,5,0.6196706266648958
0.8365,0.8365,0.8365,0.8365,0.8365,0.8365,0.8365,0.8365,0.8365,0.8365,0.8365,0.8365,0.8365,0.8365,0.8365,0.8365,0.8365,0.8365,0.8365,0.8365,0.8365,0.8365,0.8365,0.8365,0.8365,0.8365,0.900652468,0.387437881,30/05/2018 12:00,12,2,5,0.6202517957363818
0.838,0.838,0.838,0.838,0.838,0.838,0.838,0.838,0.838,0.838,0.838,0.838,0.838,0.838,0.838,0.838,0.838,0.838,0.838,0.838,0.838,0.838,0.838,0.838,0.838,0.838,0.898067217,0.333819079,30/05/2018 13:00,13,2,5,0.6256390417886156
0.827,0.827,0.827,0.827,0.827,0.827,0.827,0.827,0.827,0.827,0.827,0.827,0.827,0.827,0.827,0.827,0.827,0.827,0.827,0.827,0.827,0.827,0.827,0.827,0.827,0.827,0.915548443,0.251840227,30/05/2018 14:00,14,2,5,0.630905422098072
0.828,0.828,0.828,0.828,0.828,0.828,0.828,0.828,0.828,0.828,0.828,0.828,0.828,0.828,0.828,0.828,0.828,0.828,0.828,0.828,0.828,0.828,0.828,0.828,0.828,0.828,0.917764373,0.25662295,30/05/2018 15:00,15,2,5,0.6329810203815537
0.8145,0.8145,0.8145,0.8145,0.8145,0.8145,0.8145,0.8145,0.8145,0.8145,0.8145,0.8145,0.8145,0.8145,0.8145,0.8145,0.8145,0.8145,0.8145,0.8145,0.8145,0.8145,0.8145,0.8145,0.8145,0.8145,0.950141573,0.263348653,30/05/2018 16:00,16,2,5,0.6462499781857224
0.828,0.828,0.828,0.828,0.828,0.828,0.828,0.828,0.828,0.828,0.828,0.828,0.828,0.828,0.828,0.828,0.828,0.828,0.828,0.828,0.828,0.828,0.828,0.828,0.828,0.828,0.986335098,0.300975227,30/05/2018 17:00,17,2,5,0.6526905663386185
0.839,0.839,0.839,0.839,0.839,0.839,0.839,0.839,0.839,0.839,0.839,0.839,0.839,0.839,0.839,0.839,0.839,0.839,0.839,0.839,0.839,0.839,0.839,0.839,0.839,0.839,0.944724855,0.374322759,30/05/2018 18:00,18,2,5,0.645338647114147
0.8475,0.8475,0.8475,0.8475,0.8475,0.8475,0.8475,0.8475,0.8475,0.8475,0.8475,0.8475,0.8475,0.8475,0.8475,0.8475,0.8475,0.8475,0.8475,0.8475,0.8475,0.8475,0.8475,0.8475,0.8475,0.8475,0.935368706,0.404289504,30/05/2018 19:00,19,2,5,0.6400567266675358
0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.957897329,0.32720547,30/05/2018 20:00,20,2,5,0.6155295842802964
0.8185,0.8185,0.8185,0.8185,0.8185,0.8185,0.8185,0.8185,0.8185,0.8185,0.8185,0.8185,0.8185,0.8185,0.8185,0.8185,0.8185,0.8185,0.8185,0.8185,0.8185,0.8185,0.8185,0.8185,0.8185,0.8185,0.934260741,0.244927699,30/05/2018 21:00,21,2,5,0.5958292919609524
0.809,0.809,0.809,0.809,0.809,0.809,0.809,0.809,0.809,0.809,0.809,0.809,0.809,0.809,0.809,0.809,0.809,0.809,0.809,0.809,0.809,0.809,0.809,0.809,0.809,0.809,0.966761049,0.235922729,30/05/2018 22:00,22,2,5,0.5824800679414407
0.808,0.808,0.808,0.808,0.808,0.808,0.808,0.808,0.808,0.808,0.808,0.808,0.808,0.808,0.808,0.808,0.808,0.808,0.808,0.808,0.808,0.808,0.808,0.808,0.808,0.808,0.955804506,0.201845832,30/05/2018 23:00,23,2,5,0.5609841586227448
0.808,0.808,0.808,0.808,0.808,0.808,0.808,0.808,0.808,0.808,0.808,0.808,0.808,0.808,0.808,0.808,0.808,0.808,0.808,0.808,0.808,0.808,0.808,0.808,0.808,0.808,0.949526037,0.075477338,31/05/2018 00:00,0,3,5,0.566048841765691
0.8075,0.8075,0.8075,0.8075,0.8075,0.8075,0.8075,0.8075,0.8075,0.8075,0.8075,0.8075,0.8075,0.8075,0.8075,0.8075,0.8075,0.8075,0.8075,0.8075,0.8075,0.8075,0.8075,0.8075,0.8075,0.8075,0.938446387,0.062250121,31/05/2018 01:00,1,3,5,0.5642936860799079
0.809,0.809,0.809,0.809,0.809,0.809,0.809,0.809,0.809,0.809,0.809,0.809,0.809,0.809,0.809,0.809,0.809,0.809,0.809,0.809,0.809,0.809,0.809,0.809,0.809,0.809,0.930198203,0.052497852,31/05/2018 02:00,2,3,5,0.5634472036789143
0.811,0.811,0.811,0.811,0.811,0.811,0.811,0.811,0.811,0.811,0.811,0.811,0.811,0.811,0.811,0.811,0.811,0.811,0.811,0.811,0.811,0.811,0.811,0.811,0.811,0.811,0.919734088,0.058139969,31/05/2018 03:00,3,3,5,0.5658162368747501
0.8145,0.8145,0.8145,0.8145,0.8145,0.8145,0.8145,0.8145,0.8145,0.8145,0.8145,0.8145,0.8145,0.8145,0.8145,0.8145,0.8145,0.8145,0.8145,0.8145,0.8145,0.8145,0.8145,0.8145,0.8145,0.8145,0.917764373,0.118932855,31/05/2018 04:00,4,3,5,0.5859250620279571
0.821,0.821,0.821,0.821,0.821,0.821,0.821,0.821,0.821,0.821,0.821,0.821,0.821,0.821,0.821,0.821,0.821,0.821,0.821,0.821,0.821,0.821,0.821,0.821,0.821,0.821,0.927243629,0.159511266,31/05/2018 05:00,5,3,5,0.6165766271871601
0.832,0.832,0.832,0.832,0.832,0.832,0.832,0.832,0.832,0.832,0.832,0.832,0.832,0.832,0.832,0.832,0.832,0.832,0.832,0.832,0.832,0.832,0.832,0.832,0.832,0.832,0.939308137,0.313305683,31/05/2018 06:00,6,3,5,0.6305848008681011
0.825,0.825,0.825,0.825,0.825,0.825,0.825,0.825,0.825,0.825,0.825,0.825,0.825,0.825,0.825,0.825,0.825,0.825,0.825,0.825,0.825,0.825,0.825,0.825,0.825,0.825,0.956666256,0.305346934,31/05/2018 07:00,7,3,5,0.6312293750464849
0.8265,0.8265,0.8265,0.8265,0.8265,0.8265,0.8265,0.8265,0.8265,0.8265,0.8265,0.8265,0.8265,0.8265,0.8265,0.8265,0.8265,0.8265,0.8265,0.8265,0.8265,0.8265,0.8265,0.8265,0.8265,0.8265,0.97070048,0.337144565,31/05/2018 08:00,8,3,5,0.6289378756421088
