Timestep,a_0,a_1,b
5,-52.47836732186554,-52.084182573016264,5.9131014216827255e10
5,-38.01619470272743,-52.084182573017706,5.908049840991312e10
5,-35.33477644776416,-52.48301092937159,5.953233207570243e10
5,-51.62473748488573,-52.48301092937159,5.9489138835056046e10
5,-73.25013518201067,-52.48301092937159,5.965733185053383e10
5,-52.230336331844164,-52.483010758194226,5.9600066886642166e10
5,-28.479916863826354,-52.48244688844404,5.951928823412964e10
5,-46.86475777233266,-52.48301092937159,5.976952146404486e10
5,-52.426550601194705,-52.48301092937159,5.9788631309575424e10
5,-18.064881572277958,-50.76109719730523,5.966221196713562e10
5,-52.48301092937159,-52.464278957957006,6.0097498938465645e10
5,-31.618675786432313,-52.464278957957,6.002440140724068e10
5,-46.82837121211199,-52.36567687288551,6.007910888415952e10
5,-50.14214141086716,-50.76037467500068,6.008462599488667e10
5,-49.89695127925892,-50.760369495097514,6.008380467282269e10
5,-50.40810401278844,-50.76037467493864,6.0085523651520546e10
5,-50.12474180065751,-50.760373618941514,6.008467573256928e10
5,-45.98065003250561,-50.76039415900938,6.0070461919336365e10
5,-49.56586681497346,-50.79665134619235,6.00831117305397e10
5,-54.10342039725532,-52.350427954343196,6.0115281735910965e10
5,-31.886445193410413,-52.057514674260325,6.0035304447702065e10
5,-48.18275247281897,-51.44835699797176,6.008765543939236e10
5,-52.4624581087399,-52.462646427921676,6.022064698539804e10
5,-37.92821944194602,-52.46264642792183,6.016981975674863e10
5,-47.33809249117407,-52.4626397322126,6.020312374423209e10
5,-50.53806493766655,-51.3573970081006,6.0247595746500175e10
5,-52.092376545809735,-51.36410355939794,6.025227522322214e10
5,-50.75679289119614,-51.35740019868482,6.024867240824991e10
5,-46.592515312659025,-51.357435313024396,6.023438523733466e10
5,-50.2127361041726,-51.36099039824411,6.024696912654447e10
5,-50.5545781151529,-51.37314798761057,6.024873369963786e10
5,-50.5545781151529,-51.37314798761057,6.024873369963786e10
5,-51.64219748756361,-51.65306168481208,6.025224792079419e10
5,-51.00124667473884,-51.443887038631374,6.025050896837085e10
5,-50.62780620324289,-51.44916599067464,6.0249488763396164e10
5,-50.750634003514826,-51.31453524894792,6.025063084069189e10
5,-31.90545473091527,-51.32087282943523,6.018397181452047e10
5,-41.58046328635685,-51.34751264424285,6.0219038815078125e10
5,-50.48872240732823,-51.41601003708268,6.025159214857242e10
5,-51.6421782846121,-51.49141222562975,6.025583392507537e10
5,-51.01192746566804,-51.4049309774149,6.025345121884291e10
5,-46.84071379474797,-51.40493141692497,6.023917469916108e10
5,-50.3527842838009,-51.405363652879494,6.025131673067698e10
5,-50.62818994568688,-51.40741356716444,6.02524047871114e10
5,-38.28482942647124,-51.40738999216518,6.0209147516554596e10
5,-42.33749733678986,-52.46192520988409,6.023965508339273e10
5,-51.99678734943835,-52.461334021941504,6.027342853746837e10
5,-42.270332822301064,-52.46169748290273,6.024011607670614e10
5,-50.561632185513986,-52.46059229312234,6.0269414650734566e10
5,-50.56261332037955,-52.46054858751152,6.026941431101044e10
5,-50.565018874271665,-52.45960355759755,6.0269414213763794e10
5,-31.538305983296862,-52.4570654390155,6.02020154632795e10
5,-41.01658272258158,-52.452226761901215,6.0235981194748215e10
6,-150.0,-150.0,2.391664530630214e10
6,0.0,0.0,4.080213844754428e10
6,-61.268422222597174,-53.24480375949405,5.0949124141602104e10
6,-34.493520568047906,-52.86576751373129,5.0453443668601234e10
6,-52.483010929371574,-51.211342348144896,5.75274283169466e10
6,0.0,-52.48301092937159,5.789340463493156e10
6,-55.4855849033448,-52.48301092937159,5.78271302870101e10
6,-52.47836732186554,-52.084182573016264,5.864332966831672e10
6,-40.608629019562585,-52.08418257301837,5.860098967382756e10
6,-35.33477644776416,-52.48301092937159,5.904732054690052e10
6,-51.62473748488571,-52.48301092937159,5.89950400899015e10
6,-73.25013518201067,-52.48301092937159,5.9173939493876976e10
6,-52.230336331844164,-52.483010758194226,5.910991513050797e10
6,0.0,-52.48058555391374,5.894110047580443e10
6,-51.907804779848995,-52.48301092937159,5.929812535265192e10
6,-52.426550601194705,-52.48301092937159,5.929989471878552e10
6,-18.06488157227797,-50.76109719730523,5.91765691252676e10
6,-52.48301092937159,-52.464278957957006,5.960365913027425e10
6,-39.9969850816404,-52.464278957957,5.955952030817263e10
6,-49.39005781594217,-52.36567687288551,5.959355576340377e10
6,-50.14214141086716,-50.76037467500068,5.958989015520163e10
6,-49.89695127925892,-50.760369495097514,5.958903805843428e10
